product_name,handle,vendor,product_type,variant_title,price,sku,available
Youth Official BioSteel T-Shirt,youth-official-biosteel-t-shirt,Biosteel-CA,Merchandise,M,24.99,BSYOUTHTEE-M,False
Youth Official BioSteel T-Shirt,youth-official-biosteel-t-shirt,Biosteel-CA,Merchandise,L,24.99,BSYOUTHTEE-L,False
BioSteel Shorts,biosteel-shorts,Biosteel-CA,Merchandise,S,29.99,BSMSHORTS-S,False
BioSteel Shorts,biosteel-shorts,Biosteel-CA,Merchandise,M,29.99,BSMSHORTS-M,False
BioSteel Shorts,biosteel-shorts,Biosteel-CA,Merchandise,L,29.99,BSMSHORTS-L,False
BioSteel Shorts,biosteel-shorts,Biosteel-CA,Merchandise,XL,29.99,BSMSHORTS-XL,False
BioSteel Shorts,biosteel-shorts,Biosteel-CA,Merchandise,XXL,29.99,BSMSHORTS-XXL,False
BioSteel Shorts,biosteel-shorts,Biosteel-CA,Merchandise,XXXL,29.99,BSMSHORTS-XXXL,False
BioSteel New Era Adult White Mesh Snapback,biosteel-new-era-adult-white-mesh-snapback,Biosteel-CA,Merchandise,Default Title,39.99,950NE-W,False
BioSteel New Era Youth White Mesh Snapback,biosteel-new-era-youth-white-mesh-snapback,Biosteel-CA,Merchandise,Default Title,39.99,950NE-KW,True
HYDRATION MIX / Mixed Berry - 45 Servings,hydration-mix-mixed-berry-45-servings,Biosteel-sd,Sports Hydration Mix,Default Title,35.99,001-315.01,True
HYDRATION MIX / Peach Mango - 45 Servings,hydration-mix-peach-mango-45-servings,BioSteel Sports Nutrition Inc. Canada,Sports Hydration Mix,Peach Mango / 315g,59.99,001-315PM,True
Sports Drink / Blackout Punch - 12,sports-drink-blackout-punch-12,Biosteel-CA,Sports Drinks,Blackout Punch,39.99,RTD-BPRAP-12,False
Sports Drink / Cherry Berry - 12 Pack,sports-drink-cherry-berry-12-pack,Biosteel-CA,Sports Drinks,Default Title,39.99,RTD-CTPJAYS-12,False
HYDRATION MIX / Lemon Lime - 20 Servings,hydration-mix-lemon-lime-20-servings,Biosteel-CA,Sports Hydration Mix,Lemon-Lime / 140g,29.99,001-140LL,True
HYDRATION MIX / White Freeze - 20 Servings,hydration-mix-white-freeze-20-servings,BioSteel Sports Nutrition Inc. Canada,Sports Hydration Mix,White Freeze / 140g,29.99,001-140WF,True
HYDRATION MIX / Peach Mango - 20 Servings,hydration-mix-peach-mango-20-servings,BioSteel Sports Nutrition Inc. Canada,Sports Hydration Mix,Peach Mango / 140g,29.99,001-140PM,True
Recovery Protein Plus / Vanilla - 25 Servings,recovery-protein-plus-vanilla-27-servings,Biosteel-CA,Proteins,Vanilla / 1800g,79.99,051-1800US,True
BioSteel New Era Youth Black Mesh Snapback,biosteel-new-era-youth-black-mesh-snapback,Biosteel-CA,Merchandise,Default Title,39.99,950NE-KB,False
HYDRATION MIX / Grape - 12 Servings,hydration-mix-grape-12-servings,BioSteel Sports Nutrition Inc. Canada,Sports Hydration Mix,Grape / 12 x 7g,19.99,001-B12G,True
HYDRATION MIX / Strawberry Kiwi - 20 Servings,hydration-mix-strawberry-kiwi-20-servings,BioSteel Sports Nutrition Inc. Canada,Sports Hydration Mix,Strawberry Kiwi / 140g,29.99,001-140SK,False
HYDRATION MIX / Banana Blast - 20 Servings,hydration-mix-banana-blast-20-servings,BioSteel Sports Nutrition Inc. Canada,Sports Hydration Mix,Banana Blast / 140g,29.99,001-140B,False
HYDRATION MIX / Peach Mango - 12 Servings,hydration-mix-peach-mango-12-servings,BioSteel Sports Nutrition Inc. Canada,Sports Hydration Mix,Peach Mango / 12 x 7g,19.99,001-B12PM,True
HYDRATION MIX / Blue Raspberry - 12 Servings,hydration-mix-blue-raspberry-12-servings,Biosteel-CA,Sports Hydration Mix,Blue Raspberry / 12 x 7g,19.99,001-B12BR,True
HYDRATION MIX / Rainbow Twist - 12 Servings,hydration-mix-rainbow-twist-12-servings,BioSteel Sports Nutrition Inc. Canada,Sports Hydration Mix,Rainbow Twist / 12 x 7g,19.99,001-B12RT,True
HYDRATION MIX / Lemon Lime - 12 Servings,hydration-mix-lemon-lime-12-servings,Biosteel-CA,Sports Hydration Mix,Lemon-Lime / 12 x 7g,19.99,001-B12LL,True
HYDRATION MIX / Watermelon - 12 Servings,hydration-mix-watermelon-12-servings,BioSteel Sports Nutrition Inc. Canada,Sports Hydration Mix,Watermelon / 12 x 7g,19.99,001-B12W,True
SPORT GREENS / Pomegranate Berry - 12 Servings,sport-greens-pomegranate-berry-12-servings,Biosteel-CA,Specialty Nutrition,Pomegranate Berry / 122g,23.99,300-10PB-SNGBX,False
SPORT GREENS / Pineapple Coconut - 12 Servings,sport-greens-pineapple-coconut-12-servings,Biosteel-CA,Specialty Nutrition,Pineapple Coconut / 122g,23.99,300-10PC-SNGBX,False
BioSteel Red Hoodie - Men's,biosteel-red-hoodie-mens,Biosteel-CA,Merchandise,S,79.99,BSPODIUM-S,False
BioSteel Red Hoodie - Men's,biosteel-red-hoodie-mens,Biosteel-CA,Merchandise,M,79.99,BSPODIUM-M,True
BioSteel Red Hoodie - Men's,biosteel-red-hoodie-mens,Biosteel-CA,Merchandise,L,79.99,BSPODIUM-L,True
BioSteel Red Hoodie - Men's,biosteel-red-hoodie-mens,Biosteel-CA,Merchandise,XL,79.99,BSPODIUM-XL,False
BioSteel Red Hoodie - Men's,biosteel-red-hoodie-mens,Biosteel-CA,Merchandise,XXXL,79.99,BSPODIUM-XXXL,False
BioSteel Red Hoodie - Youth,biosteel-red-hoodie-youth,Biosteel-CA,Merchandise,S,49.99,BSYOUTHH-S,False
BioSteel Red Hoodie - Youth,biosteel-red-hoodie-youth,Biosteel-CA,Merchandise,M,49.99,BSYOUTHH-M,True
BioSteel Red Hoodie - Youth,biosteel-red-hoodie-youth,Biosteel-CA,Merchandise,L,49.99,BSYOUTHH-L,False
BioSteel Red Hoodie - Youth,biosteel-red-hoodie-youth,Biosteel-CA,Merchandise,XL,49.99,BSYOUTHH-XL,False
HYDRATION MIX / Ice Pop - 20 Servings,hydration-mix-ice-pop-20-servings,BioSteel Sports Nutrition Inc. Canada,Sports Hydration Mix,Ice Pop / 140g,29.99,001-140IP,False
HYDRATION MIX / Fruitropolis - 20 Servings,hydration-mix-fruitropolis-20-servings,BioSteel Sports Nutrition Inc. Canada,Sports Hydration Mix,Fruitropolis / 140g,29.99,001-140F,False
BioSteel New Era Adult Red Mesh Snapback,biosteel-new-era-adult-red-mesh-snapback,Biosteel-CA,Merchandise,Default Title,39.99,950NE-R,True
